0,4
0,9
0,16
1,0
1,1
1,4
1,12
1,13
1,15
2,4
2,7
2,10
3,5
3,6
4,3
4,10
4,15
5,0
5,1
6,0
6,6
6,10
6,12
6,14
6,18
6,19
7,0
7,2
7,5
7,11
7,14
7,17
7,18
7,19
8,5
8,6
8,7
8,13
8,16
8,19
9,10
9,13
9,19
10,3
10,4
10,9
10,12
10,15
10,19
11,1
11,6
11,17
11,18
12,1
12,5
12,6
12,7
12,10
13,1
13,7
13,17
13,18
14,1
14,4
14,10
14,16
15,1
15,2
15,3
15,8
15,11
15,14
15,16
15,19
16,11
17,7
17,14
17,16
19,1
19,11
